id,gene,refseq,chrom,start,end
PMED4_04491_mRNA,PMM0406,PMM0406,,,
cysK1_mRNA,PMM0407,PMM0407,,,
cysK1_pro,PMM0407,PMM0407,,,
PMED4_04511_mRNA,PMM0408,PMM0408,,,
PMED4_04521_mRNA,PMM0409,PMM0409,,,
rpsD_mRNA,PMM0410,PMM0410,,,
rpsD_pro,PMM0410,PMM0410,,,
PMED4_04541_mRNA,PMM0411,PMM0411,,,
PMED4_04551_mRNA,PMM0412,PMM0412,,,
PMED4_04561_mRNA,PMM0413,PMM0413,,,
PMED4_04571_mRNA,PMM0414,PMM0414,,,
PMED4_04581_mRNA,PMM0415,PMM0415,,,
PMED4_04591_mRNA,PMM0416,PMM0416,,,
PMED4_04611_mRNA,PMM0417,PMM0417,,,
PMED4_04621_mRNA,PMM0418,PMM0418,,,
PMED4_04631_mRNA,PMM0419,PMM0419,,,
lepA_mRNA,PMM0420,PMM0420,,,
lepA_pro,PMM0420,PMM0420,,,
PMED4_04651_mRNA,PMM0421,PMM0421,,,
PMED4_04661_mRNA,PMM0422,PMM0422,,,
PMED4_04681_mRNA,PMM0423,PMM0423,,,
PMED4_04691_mRNA,PMM0424,PMM0424,,,
PMED4_04701_mRNA,PMM0425,PMM0425,,,
PMED4_04731_mRNA,PMM0426,PMM0426,,,
PMED4_04741_mRNA,PMM0427,PMM0427,,,
PMED4_04751_mRNA,PMM0428,PMM0428,,,
PMED4_04761_mRNA,PMM0429,PMM0429,,,
hisF_mRNA,PMM0430,PMM0430,,,
hisF_pro,PMM0430,PMM0430,,,
PMED4_04781_mRNA,PMM0431,PMM0431,,,
PMED4_04791_mRNA,PMM0432,PMM0432,,,
PMED4_04801_mRNA,PMM0433,PMM0433,,,
PMED4_04811_mRNA,PMM0434,PMM0434,,,
ndhB_mRNA,PMM0435,PMM0435,,,
ndhB_pro,PMM0435,PMM0435,,,
topA_mRNA,PMM0436,PMM0436,,,
topA_pro,PMM0436,PMM0436,,,
PMED4_04841_mRNA,PMM0437,PMM0437,,,
PMED4_04851_mRNA,PMM0438,PMM0438,,,
PMED4_04861_mRNA,PMM0439,PMM0439,,,
PMED4_04871_mRNA,PMM0440,PMM0440,,,
PMED4_04881_mRNA,PMM0441,PMM0441,,,
PMED4_04891_mRNA,PMM0442,PMM0442,,,
PMED4_04901_mRNA,PMM0443,PMM0443,,,
PMED4_04911_mRNA,PMM0444,PMM0444,,,
PMED4_04921_mRNA,PMM0445,PMM0445,,,
PMED4_04931_mRNA,PMM0446,PMM0446,,,
PMED4_04941_mRNA,PMM0447,PMM0447,,,
PMED4_04951_mRNA,PMM0448,PMM0448,,,
PMED4_04961_mRNA,PMM0449,PMM0449,,,
PMED4_04971_mRNA,PMM0450,PMM0450,,,
PMED4_04981_mRNA,PMM0451,PMM0451,,,
groL_mRNA,PMM0452,PMM0452,,,
groL_pro,PMM0452,PMM0452,,,
fabG_mRNA,PMM0453,PMM0453,,,
fabG_pro,PMM0453,PMM0453,,,
PMED4_05021_mRNA,PMM0454,PMM0454,,,
PMED4_05031_mRNA,PMM0455,PMM0455,,,
PMED4_05041_mRNA,PMM0456,PMM0456,,,
ppx_mRNA,PMM0457,PMM0457,,,
ppx_pro,PMM0457,PMM0457,,,
PMED4_05061_mRNA,PMM0458,PMM0458,,,
PMED4_05061_pro,PMM0458,PMM0458,,,
PMED4_05071_mRNA,PMM0459,PMM0459,,,
PMED4_05081_mRNA,PMM0460,PMM0460,,,
petA_mRNA,PMM0461,PMM0461,,,
petA_pro,PMM0461,PMM0461,,,
petC_mRNA,PMM0462,PMM0462,,,
petC_pro,PMM0462,PMM0462,,,
PMED4_05111_mRNA,PMM0463,PMM0463,,,
PMED4_05121_mRNA,PMM0464,PMM0464,,,
PMED4_05131_mRNA,PMM0465,PMM0465,,,
PMED4_05141_mRNA,PMM0466,PMM0466,,,
PMED4_05141_pro,PMM0466,PMM0466,,,
PMED4_05151_mRNA,PMM0467,PMM0467,,,
PMED4_05161_mRNA,PMM0468,PMM0468,,,
psaF_mRNA,PMM0469,PMM0469,,,
psaF_pro,PMM0469,PMM0469,,,
PMED4_05181_mRNA,PMM0470,PMM0470,,,
PMED4_05191_mRNA,PMM0471,PMM0471,,,
PMED4_05201_mRNA,PMM0472,PMM0472,,,
gltX_mRNA,PMM0473,PMM0473,,,
gltX_pro,PMM0473,PMM0473,,,
PMED4_05221_mRNA,PMM0474,PMM0474,,,
PMED4_05221_pro,PMM0474,PMM0474,,,
rplS_mRNA,PMM0475,PMM0475,,,
rplS_pro,PMM0475,PMM0475,,,
PMED4_05241_mRNA,PMM0476,PMM0476,,,
map_mRNA,PMM0477,PMM0477,,,
map_pro,PMM0477,PMM0477,,,
PMED4_05261_mRNA,PMM0478,PMM0478,,,
PMED4_05271_mRNA,PMM0479,PMM0479,,,
PMED4_05281_mRNA,PMM0480,PMM0480,,,
PMED4_05281_pro,PMM0480,PMM0480,,,
PMED4_05291_mRNA,PMM0481,PMM0481,,,
PMED4_05291_pro,PMM0481,PMM0481,,,
hflC_mRNA,PMM0482,PMM0482,,,
hflC_pro,PMM0482,PMM0482,,,
hemL_mRNA,PMM0483,PMM0483,,,
hemL_pro,PMM0483,PMM0483,,,
PMED4_05331_mRNA,PMM0484,PMM0484,,,
PMED4_05341_mRNA,PMM0485,PMM0485,,,
PMED4_05351_mRNA,PMM0486,PMM0486,,,
PMED4_05351_pro,PMM0486,PMM0486,,,
PMED4_05361_mRNA,PMM0487,PMM0487,,,
PMED4_05371_mRNA,PMM0488,PMM0488,,,
PMED4_05381_mRNA,PMM0489,PMM0489,,,
PMED4_05391_mRNA,PMM0490,PMM0490,,,
PMED4_05391_pro,PMM0490,PMM0490,,,
PMED4_05401_mRNA,PMM0491,PMM0491,,,
PMED4_05411_mRNA,PMM0492,PMM0492,,,
cxp_mRNA,PMM0493,PMM0493,,,
cxp_pro,PMM0493,PMM0493,,,
PMED4_05431_mRNA,PMM0494,PMM0494,,,
PMED4_05431_pro,PMM0494,PMM0494,,,
hemC_mRNA,PMM0495,PMM0495,,,
hemC_pro,PMM0495,PMM0495,,,
PMED4_05451_mRNA,PMM0496,PMM0496,,,
PMED4_05451_pro,PMM0496,PMM0496,,,
PMED4_05461_mRNA,PMM0497,PMM0497,,,
PMED4_05471_mRNA,PMM0498,PMM0498,,,
argB_mRNA,PMM0499,PMM0499,,,
argB_pro,PMM0499,PMM0499,,,
PMED4_05491_mRNA,PMM0500,PMM0500,,,
PMED4_05501_mRNA,PMM0501,PMM0501,,,
PMED4_05511_mRNA,PMM0502,PMM0502,,,
PMED4_05521_mRNA,PMM0503,PMM0503,,,
PMED4_05531_mRNA,PMM0504,PMM0504,,,
PMED4_05541_mRNA,PMM0505,PMM0505,,,
purA_mRNA,PMM0506,PMM0506,,,
purA_pro,PMM0506,PMM0506,,,
psb27_mRNA,PMM0507,PMM0507,,,
psb27_pro,PMM0507,PMM0507,,,
proS_mRNA,PMM0508,PMM0508,,,
proS_pro,PMM0508,PMM0508,,,
PMED4_05581_mRNA,PMM0509,PMM0509,,,
PMED4_05591_mRNA,PMM0510,PMM0510,,,
PMED4_05601_mRNA,PMM0511,PMM0511,,,
PMED4_05611_mRNA,PMM0512,PMM0512,,,
PMED4_05621_mRNA,PMM0513,PMM0513,,,
PMED4_05631_mRNA,PMM0514,PMM0514,,,
gpmB_mRNA,PMM0515,PMM0515,,,
gpmB_pro,PMM0515,PMM0515,,,
PMED4_05651_mRNA,PMM0516,PMM0516,,,
PMED4_05661_mRNA,PMM0517,PMM0517,,,
PMED4_05671_mRNA,PMM0518,PMM0518,,,
tal_mRNA,PMM0519,PMM0519,,,
tal_pro,PMM0519,PMM0519,,,
PMED4_05691_mRNA,PMM0520,PMM0520,,,
frr_mRNA,PMM0521,PMM0521,,,
frr_pro,PMM0521,PMM0521,,,
pyrH_mRNA,PMM0522,PMM0522,,,
pyrH_pro,PMM0522,PMM0522,,,
PMED4_05721_mRNA,PMM0523,PMM0523,,,
PMED4_05731_mRNA,PMM0524,PMM0524,,,
PMED4_05741_mRNA,PMM0525,PMM0525,,,
ilvH_mRNA,PMM0526,PMM0526,,,
ilvH_pro,PMM0526,PMM0526,,,
PMED4_05761_mRNA,PMM0527,PMM0527,,,
PMED4_05771_mRNA,PMM0528,PMM0528,,,
PMED4_05781_mRNA,PMM0529,PMM0529,,,
"rps1b, rpsA2, nbp1_mRNA",PMM0530,PMM0530,,,
"rps1b, rpsA2, nbp1_pro",PMM0530,PMM0530,,,
PMED4_05801_mRNA,PMM0531,PMM0531,,,
PMED4_05801_pro,PMM0531,PMM0531,,,
PMED4_05811_mRNA,PMM0532,PMM0532,,,
PMED4_05811_pro,PMM0532,PMM0532,,,
PMED4_05821_mRNA,PMM0533,PMM0533,,,
accA_mRNA,PMM0534,PMM0534,,,
accA_pro,PMM0534,PMM0534,,,
PMED4_05841_mRNA,PMM0535,PMM0535,,,
folE_mRNA,PMM0536,PMM0536,,,
folE_pro,PMM0536,PMM0536,,,
PMED4_05861_mRNA,PMM0537,PMM0537,,,
PMED4_05871_mRNA,PMM0538,PMM0538,,,
PMED4_05881_mRNA,PMM0539,PMM0539,,,
PMED4_05891_mRNA,PMM0540,PMM0540,,,
PMED4_05901_mRNA,PMM0541,PMM0541,,,
"por, pcr_mRNA",PMM0542,PMM0542,,,
"por, pcr_pro",PMM0542,PMM0542,,,
chlL_mRNA,PMM0543,PMM0543,,,
chlL_pro,PMM0543,PMM0543,,,
chlB_mRNA,PMM0544,PMM0544,,,
chlB_pro,PMM0544,PMM0544,,,
chlN_mRNA,PMM0545,PMM0545,,,
chlN_pro,PMM0545,PMM0545,,,
PMED4_05951_mRNA,PMM0546,PMM0546,,,
PMED4_05961_mRNA,PMM0547,PMM0547,,,
PMED4_05971_mRNA,PMM0548,PMM0548,,,
ccmK_mRNA,PMM0549,PMM0549,,,
ccmK_pro,PMM0549,PMM0549,,,
rbcL_mRNA,PMM0550,PMM0550,,,
rbcL_pro,PMM0550,PMM0550,,,
rbcS_mRNA,PMM0551,PMM0551,,,
rbcS_pro,PMM0551,PMM0551,,,
csoS2_mRNA,PMM0552,PMM0552,,,
csoS2_pro,PMM0552,PMM0552,,,
csoS3_mRNA,PMM0553,PMM0553,,,
csoS3_pro,PMM0553,PMM0553,,,
PMED4_06031_mRNA,PMM0554,PMM0554,,,
PMED4_06041_mRNA,PMM0555,PMM0555,,,
PMED4_06051_mRNA,PMM0556,PMM0556,,,
PMED4_06061_mRNA,PMM0557,PMM0557,,,
tdcF_mRNA,PMM0558,PMM0558,,,
tdcF_pro,PMM0558,PMM0558,,,
PMED4_06081_mRNA,PMM0559,PMM0559,,,
hisG_mRNA,PMM0560,PMM0560,,,
hisG_pro,PMM0560,PMM0560,,,
PMED4_06101_mRNA,PMM0561,PMM0561,,,
PMED4_06111_mRNA,PMM0562,PMM0562,,,
PMED4_06121_mRNA,PMM0563,PMM0563,,,
PMED4_06131_mRNA,PMM0564,PMM0564,,,
PMED4_06141_mRNA,PMM0565,PMM0565,,,
PMED4_06151_mRNA,PMM0566,PMM0566,,,
PMED4_06161_mRNA,PMM0567,PMM0567,,,
PMED4_06171_mRNA,PMM0568,PMM0568,,,
PMED4_06181_mRNA,PMM0569,PMM0569,,,
PMED4_06191_mRNA,PMM0570,PMM0570,,,
PMED4_06201_mRNA,PMM0571,PMM0571,,,
PMED4_06211_mRNA,PMM0572,PMM0572,,,
PMED4_06221_mRNA,PMM0573,PMM0573,,,
PMED4_06231_mRNA,PMM0574,PMM0574,,,
PMED4_06241_mRNA,PMM0575,PMM0575,,,
PMED4_06251_mRNA,PMM0576,PMM0576,,,
PMED4_06251_pro,PMM0576,PMM0576,,,
PMED4_06261_mRNA,PMM0577,PMM0577,,,
PMED4_06261_pro,PMM0577,PMM0577,,,
hisI_mRNA,PMM0578,PMM0578,,,
hisI_pro,PMM0578,PMM0578,,,
PMED4_06281_mRNA,PMM0579,PMM0579,,,
clpB_mRNA,PMM0580,PMM0580,,,
clpB_pro,PMM0580,PMM0580,,,
petE_mRNA,PMM0581,PMM0581,,,
petE_pro,PMM0581,PMM0581,,,
PMED4_06311_mRNA,PMM0582,PMM0582,,,
hemE_mRNA,PMM0583,PMM0583,,,
hemE_pro,PMM0583,PMM0583,,,
glgB_mRNA,PMM0584,PMM0584,,,
glgB_pro,PMM0584,PMM0584,,,
PMED4_06341_mRNA,PMM0585,PMM0585,,,
PMED4_06351_mRNA,PMM0586,PMM0586,,,
PMED4_06361_mRNA,PMM0587,PMM0587,,,
PMED4_06371_mRNA,PMM0588,PMM0588,,,
PMED4_06381_mRNA,PMM0589,PMM0589,,,
proA_mRNA,PMM0590,PMM0590,,,
proA_pro,PMM0590,PMM0590,,,
PMED4_06401_mRNA,PMM0591,PMM0591,,,
PMED4_06411_mRNA,PMM0592,PMM0592,,,
PMED4_06421_mRNA,PMM0593,PMM0593,,,
PMED4_06431_mRNA,PMM0594,PMM0594,,,
thrB_mRNA,PMM0595,PMM0595,,,
thrB_pro,PMM0595,PMM0595,,,
PMED4_06451_mRNA,PMM0596,PMM0596,,,
thrS_mRNA,PMM0597,PMM0597,,,
thrS_pro,PMM0597,PMM0597,,,
trpS_mRNA,PMM0598,PMM0598,,,
trpS_pro,PMM0598,PMM0598,,,
PMED4_06481_mRNA,PMM0599,PMM0599,,,
PMED4_06481_pro,PMM0599,PMM0599,,,
PMED4_06491_mRNA,PMM0600,PMM0600,,,
PMED4_06501_mRNA,PMM0601,PMM0601,,,
PMED4_06501_pro,PMM0601,PMM0601,,,
PMED4_06511_mRNA,PMM0602,PMM0602,,,
PMED4_06521_mRNA,PMM0603,PMM0603,,,
PMED4_06531_mRNA,PMM0604,PMM0604,,,
PMED4_06531_pro,PMM0604,PMM0604,,,
PMED4_06541_mRNA,PMM0605,PMM0605,,,
PMED4_06551_mRNA,PMM0606,PMM0606,,,
PMED4_06561_mRNA,PMM0607,PMM0607,,,
menB_mRNA,PMM0608,PMM0608,,,
menB_pro,PMM0608,PMM0608,,,
glgA_mRNA,PMM0609,PMM0609,,,
glgA_pro,PMM0609,PMM0609,,,
PMED4_06591_mRNA,PMM0610,PMM0610,,,
PMED4_06601_mRNA,PMM0611,PMM0611,,,
PMED4_06611_mRNA,PMM0612,PMM0612,,,
PMED4_06621_mRNA,PMM0613,PMM0613,,,
PMED4_06631_mRNA,PMM0614,PMM0614,,,
PMED4_06631_pro,PMM0614,PMM0614,,,
PMED4_06641_mRNA,PMM0615,PMM0615,,,
PMED4_06651_mRNA,PMM0616,PMM0616,,,
PMED4_06661_mRNA,PMM0617,PMM0617,,,
sds_mRNA,PMM0618,PMM0618,,,
sds_pro,PMM0618,PMM0618,,,
acs_mRNA,PMM0619,PMM0619,,,
acs_pro,PMM0619,PMM0619,,,
PMED4_06691_mRNA,PMM0620,PMM0620,,,
PMED4_06701_mRNA,PMM0621,PMM0621,,,
PMED4_06711_mRNA,PMM0622,PMM0622,,,
hisS_mRNA,PMM0623,PMM0623,,,
hisS_pro,PMM0623,PMM0623,,,
PMED4_06731_mRNA,PMM0624,PMM0624,,,
PMED4_06741_mRNA,PMM0625,PMM0625,,,
PMED4_06751_mRNA,PMM0626,PMM0626,,,
pcb_mRNA,PMM0627,PMM0627,,,
pcb_pro,PMM0627,PMM0627,,,
PMED4_06781_mRNA,PMM0628,PMM0628,,,
PMED4_06791_mRNA,PMM0629,PMM0629,,,
PMED4_06801_mRNA,PMM0630,PMM0630,,,
PMED4_06811_mRNA,PMM0631,PMM0631,,,
PMED4_06821_mRNA,PMM0632,PMM0632,,,
PMED4_06831_mRNA,PMM0633,PMM0633,,,
PMED4_06841_mRNA,PMM0634,PMM0634,,,
PMED4_06851_mRNA,PMM0635,PMM0635,,,
PMED4_06861_mRNA,PMM0636,PMM0636,,,
PMED4_06871_mRNA,PMM0637,PMM0637,,,
PMED4_06881_mRNA,PMM0638,PMM0638,,,
PMED4_06891_mRNA,PMM0639,PMM0639,,,
PMED4_06901_mRNA,PMM0640,PMM0640,,,
PMED4_06911_mRNA,PMM0641,PMM0641,,,
PMED4_06911_pro,PMM0641,PMM0641,,,
MET17_mRNA,PMM0642,PMM0642,,,
MET17_pro,PMM0642,PMM0642,,,
PMED4_06931_mRNA,PMM0643,PMM0643,,,
PMED4_06941_mRNA,PMM0644,PMM0644,,,
PMED4_06951_mRNA,PMM0645,PMM0645,,,
PMED4_06961_mRNA,PMM0646,PMM0646,,,
PMED4_06971_mRNA,PMM0647,PMM0647,,,
PMED4_06981_mRNA,PMM0648,PMM0648,,,
PMED4_06991_mRNA,PMM0649,PMM0649,,,
PMED4_07001_mRNA,PMM0650,PMM0650,,,
PMED4_07011_mRNA,PMM0651,PMM0651,,,
PMED4_07021_mRNA,PMM0652,PMM0652,,,
PMED4_07041_mRNA,PMM0653,PMM0653,,,
PMED4_07051_mRNA,PMM0654,PMM0654,,,
PMED4_07061_mRNA,PMM0655,PMM0655,,,
PMED4_07071_mRNA,PMM0656,PMM0656,,,
PMED4_07101_mRNA,PMM0657,PMM0657,,,
PMED4_07111_mRNA,PMM0658,PMM0658,,,
PMED4_07121_mRNA,PMM0659,PMM0659,,,
PMED4_07161_mRNA,PMM0660,PMM0660,,,
nrdJ_mRNA,PMM0661,PMM0661,,,
nrdJ_pro,PMM0661,PMM0661,,,
PMED4_07181_mRNA,PMM0662,PMM0662,,,
prfC_mRNA,PMM0663,PMM0663,,,
prfC_pro,PMM0663,PMM0663,,,
PMED4_07201_mRNA,PMM0664,PMM0664,,,
PMED4_07211_mRNA,PMM0665,PMM0665,,,
PMED4_07221_mRNA,PMM0666,PMM0666,,,
PMED4_07231_mRNA,PMM0667,PMM0667,,,
PMED4_07241_mRNA,PMM0668,PMM0668,,,
PMED4_07251_mRNA,PMM0669,PMM0669,,,
PMED4_07261_mRNA,PMM0670,PMM0670,,,
PMED4_07271_mRNA,PMM0671,PMM0671,,,
PMED4_07281_mRNA,PMM0672,PMM0672,,,
PMED4_07291_mRNA,PMM0673,PMM0673,,,
PMED4_07291_pro,PMM0673,PMM0673,,,
aspC_mRNA,PMM0674,PMM0674,,,
aspC_pro,PMM0674,PMM0674,,,
PMED4_07311_mRNA,PMM0675,PMM0675,,,
gcpE_mRNA,PMM0676,PMM0676,,,
gcpE_pro,PMM0676,PMM0676,,,
PMED4_07331_mRNA,PMM0677,PMM0677,,,
PMED4_07341_mRNA,PMM0678,PMM0678,,,
PMED4_07351_mRNA,PMM0679,PMM0679,,,
PMED4_07361_mRNA,PMM0680,PMM0680,,,
PMED4_07371_mRNA,PMM0681,PMM0681,,,
aroB_mRNA,PMM0682,PMM0682,,,
aroB_pro,PMM0682,PMM0682,,,
PMED4_07391_mRNA,PMM0683,PMM0683,,,
PMED4_07401_mRNA,PMM0684,PMM0684,,,
PMED4_07421_mRNA,PMM0685,PMM0685,,,
PMED4_07441_mRNA,PMM0686,PMM0686,,,
PMED4_07471_mRNA,PMM0687,PMM0687,,,
PMED4_07501_mRNA,PMM0688,PMM0688,,,
PMED4_07501_pro,PMM0688,PMM0688,,,
PMED4_07541_mRNA,PMM0689,PMM0689,,,
PMED4_07551_mRNA,PMM0690,PMM0690,,,
PMED4_07581_mRNA,PMM0691,PMM0691,,,
PMED4_07591_mRNA,PMM0692,PMM0692,,,
PMED4_07621_mRNA,PMM0693,PMM0693,,,
PMED4_07631_mRNA,PMM0694,PMM0694,,,
PMED4_07631_pro,PMM0694,PMM0694,,,
PMED4_07641_mRNA,PMM0695,PMM0695,,,
PMED4_07651_mRNA,PMM0696,PMM0696,,,
PMED4_07661_mRNA,PMM0697,PMM0697,,,
PMED4_07681_mRNA,PMM0698,PMM0698,,,
PMED4_07701_mRNA,PMM0699,PMM0699,,,
PMED4_07711_mRNA,PMM0700,PMM0700,,,
PMED4_07731_mRNA,PMM0701,PMM0701,,,
PMED4_07741_mRNA,PMM0702,PMM0702,,,
PMED4_07761_mRNA,PMM0703,PMM0703,,,
PMED4_07781_mRNA,PMM0704,PMM0704,,,
PMED4_07791_mRNA,PMM0705,PMM0705,,,
PMED4_07801_mRNA,PMM0706,PMM0706,,,
PMED4_07811_mRNA,PMM0707,PMM0707,,,
PMED4_07821_mRNA,PMM0708,PMM0708,,,
PMED4_07831_mRNA,PMM0709,PMM0709,,,
PMED4_07841_mRNA,PMM0710,PMM0710,,,
PMED4_07841_pro,PMM0710,PMM0710,,,
PMED4_07851_mRNA,PMM0711,PMM0711,,,
PMED4_07861_mRNA,PMM0712,PMM0712,,,
gap1_mRNA,PMM0713,PMM0713,,,
gap1_pro,PMM0713,PMM0713,,,
PMED4_07881_mRNA,PMM0714,PMM0714,,,
PMED4_07901_mRNA,PMM0715,PMM0715,,,
PMED4_07911_mRNA,PMM0716,PMM0716,,,
PMED4_07921_mRNA,PMM0717,PMM0717,,,
PMED4_07931_mRNA,PMM0718,PMM0718,,,
PMED4_07941_mRNA,PMM0719,PMM0719,,,
PMED4_07961_mRNA,PMM0720,PMM0720,,,
PMED4_07971_mRNA,PMM0721,PMM0721,,,
PMED4_07981_mRNA,PMM0722,PMM0722,,,
PMED4_07981_pro,PMM0722,PMM0722,,,
pstC_mRNA,PMM0723,PMM0723,,,
pstC_pro,PMM0723,PMM0723,,,
PMED4_08001_mRNA,PMM0724,PMM0724,,,
PMED4_08011_mRNA,PMM0725,PMM0725,,,
PMED4_08031_mRNA,PMM0726,PMM0726,,,
PMED4_08041_mRNA,PMM0727,PMM0727,,,
PMED4_08051_mRNA,PMM0728,PMM0728,,,
PMED4_08061_mRNA,PMM0729,PMM0729,,,
PMED4_08071_mRNA,PMM0730,PMM0730,,,
PMED4_08081_mRNA,PMM0731,PMM0731,,,
PMED4_08091_mRNA,PMM0732,PMM0732,,,
PMED4_08091_pro,PMM0732,PMM0732,,,
PMED4_08101_mRNA,PMM0733,PMM0733,,,
PMED4_08111_mRNA,PMM0734,PMM0734,,,
PMED4_08121_mRNA,PMM0735,PMM0735,,,
PMED4_08181_mRNA,PMM0736,PMM0736,,,
PMED4_08181_pro,PMM0736,PMM0736,,,
PMED4_08201_mRNA,PMM0737,PMM0737,,,
PMED4_08211_mRNA,PMM0738,PMM0738,,,
PMED4_08231_mRNA,PMM0739,PMM0739,,,
PMED4_08241_mRNA,PMM0740,PMM0740,,,
PMED4_08261_mRNA,PMM0741,PMM0741,,,
PMED4_08261_pro,PMM0741,PMM0741,,,
PMED4_08271_mRNA,PMM0742,PMM0742,,,
PMED4_08271_pro,PMM0742,PMM0742,,,
PMED4_08281_mRNA,PMM0743,PMM0743,,,
PMED4_08281_pro,PMM0743,PMM0743,,,
PMED4_08291_mRNA,PMM0744,PMM0744,,,
PMED4_08301_mRNA,PMM0745,PMM0745,,,
PMED4_08311_mRNA,PMM0746,PMM0746,,,
PMED4_08321_mRNA,PMM0747,PMM0747,,,
PMED4_08331_mRNA,PMM0748,PMM0748,,,
PMED4_08341_mRNA,PMM0749,PMM0749,,,
PMED4_08351_mRNA,PMM0750,PMM0750,,,
PMED4_08361_mRNA,PMM0751,PMM0751,,,
PMED4_08371_mRNA,PMM0752,PMM0752,,,
rpsB_mRNA,PMM0753,PMM0753,,,
rpsB_pro,PMM0753,PMM0753,,,
tsf_mRNA,PMM0754,PMM0754,,,
tsf_pro,PMM0754,PMM0754,,,
PMED4_08401_mRNA,PMM0755,PMM0755,,,
PMED4_08411_mRNA,PMM0756,PMM0756,,,
PMED4_08421_mRNA,PMM0757,PMM0757,,,
sir_mRNA,PMM0758,PMM0758,,,
sir_pro,PMM0758,PMM0758,,,
glyS_mRNA,PMM0759,PMM0759,,,
glyS_pro,PMM0759,PMM0759,,,
chlP_mRNA,PMM0760,PMM0760,,,
chlP_pro,PMM0760,PMM0760,,,
PMED4_08461_mRNA,PMM0761,PMM0761,,,
typA_mRNA,PMM0762,PMM0762,,,
typA_pro,PMM0762,PMM0762,,,
PMED4_08481_mRNA,PMM0763,PMM0763,,,
PMED4_08491_mRNA,PMM0764,PMM0764,,,
PMED4_08491_pro,PMM0764,PMM0764,,,
PMED4_08501_mRNA,PMM0765,PMM0765,,,
rpe_mRNA,PMM0766,PMM0766,,,
rpe_pro,PMM0766,PMM0766,,,
glpX_mRNA,PMM0767,PMM0767,,,
glpX_pro,PMM0767,PMM0767,,,
hemA_mRNA,PMM0768,PMM0768,,,
hemA_pro,PMM0768,PMM0768,,,
glgC_mRNA,PMM0769,PMM0769,,,
glgC_pro,PMM0769,PMM0769,,,
gnd_mRNA,PMM0770,PMM0770,,,
gnd_pro,PMM0770,PMM0770,,,
PMED4_08561_mRNA,PMM0771,PMM0771,,,
PMED4_08561_pro,PMM0771,PMM0771,,,
PMED4_08571_mRNA,PMM0772,PMM0772,,,
PMED4_08581_mRNA,PMM0773,PMM0773,,,
ilvD_mRNA,PMM0774,PMM0774,,,
ilvD_pro,PMM0774,PMM0774,,,
PMED4_08601_mRNA,PMM0775,PMM0775,,,
PMED4_08611_mRNA,PMM0776,PMM0776,,,
PMED4_08621_mRNA,PMM0777,PMM0777,,,
PMED4_08621_pro,PMM0777,PMM0777,,,
PMED4_08631_mRNA,PMM0778,PMM0778,,,
purS_mRNA,PMM0779,PMM0779,,,
purS_pro,PMM0779,PMM0779,,,
PMED4_08661_mRNA,PMM0780,PMM0780,,,
PMED4_08661_pro,PMM0780,PMM0780,,,
cbbA_mRNA,PMM0781,PMM0781,,,
cbbA_pro,PMM0781,PMM0781,,,
PMED4_08681_mRNA,PMM0782,PMM0782,,,
PMED4_08691_mRNA,PMM0783,PMM0783,,,
accD_mRNA,PMM0784,PMM0784,,,
accD_pro,PMM0784,PMM0784,,,
prkB_mRNA,PMM0785,PMM0785,,,
prkB_pro,PMM0785,PMM0785,,,
PMED4_08721_mRNA,PMM0786,PMM0786,,,
PMED4_08731_mRNA,PMM0787,PMM0787,,,
PMED4_08741_mRNA,PMM0788,PMM0788,,,
PMED4_08751_mRNA,PMM0789,PMM0789,,,
PMED4_08761_mRNA,PMM0790,PMM0790,,,
PMED4_08761_pro,PMM0790,PMM0790,,,
PMED4_08771_mRNA,PMM0791,PMM0791,,,
PMED4_08781_mRNA,PMM0792,PMM0792,,,
PMED4_08791_mRNA,PMM0793,PMM0793,,,
PMED4_08801_mRNA,PMM0794,PMM0794,,,
PMED4_08811_mRNA,PMM0795,PMM0795,,,
PMED4_08821_mRNA,PMM0796,PMM0796,,,
PMED4_08831_mRNA,PMM0797,PMM0797,,,
PMED4_08831_pro,PMM0797,PMM0797,,,
PMED4_08841_mRNA,PMM0798,PMM0798,,,
PMED4_08851_mRNA,PMM0799,PMM0799,,,
PMED4_08851_pro,PMM0799,PMM0799,,,
PMED4_08861_mRNA,PMM0800,PMM0800,,,
PMED4_08871_mRNA,PMM0801,PMM0801,,,
PMED4_08881_mRNA,PMM0802,PMM0802,,,
PMED4_08891_mRNA,PMM0803,PMM0803,,,
PMED4_08901_mRNA,PMM0804,PMM0804,,,
PMED4_08901_pro,PMM0804,PMM0804,,,
PMED4_08911_mRNA,PMM0805,PMM0805,,,
PMED4_08921_mRNA,PMM0806,PMM0806,,,
PMED4_08931_mRNA,PMM0807,PMM0807,,,
PMED4_08941_mRNA,PMM0808,PMM0808,,,
PMED4_08951_mRNA,PMM0809,PMM0809,,,
PMED4_08971_mRNA,PMM0810,PMM0810,,,
PMED4_09001_mRNA,PMM0811,PMM0811,,,
PMED4_09011_mRNA,PMM0812,PMM0812,,,
PMED4_09021_mRNA,PMM0813,PMM0813,,,
PMED4_09031_mRNA,PMM0814,PMM0814,,,
PMED4_09071_mRNA,PMM0815,PMM0815,,,
PMED4_09081_mRNA,PMM0816,PMM0816,,,
PMED4_09091_mRNA,PMM0817,PMM0817,,,
PMED4_09101_mRNA,PMM0818,PMM0818,,,
