id,gene,refseq,chrom,start,end
PMED4_04901_mRNA,PMM0443,33861000,,,
PMED4_04911_mRNA,PMM0444,33861001,,,
PMED4_04921_mRNA,PMM0445,33861002,,,
PMED4_04931_mRNA,PMM0446,33861003,,,
PMED4_04941_mRNA,PMM0447,33861004,,,
PMED4_04951_mRNA,PMM0448,33861005,,,
PMED4_04961_mRNA,PMM0449,33861006,,,
PMED4_04971_mRNA,PMM0450,33861007,,,
PMED4_04981_mRNA,PMM0451,33861008,,,
groL_mRNA,PMM0452,33861009,,,
groL_pro,PMM0452,33861009,,,
fabG_mRNA,PMM0453,33861010,,,
fabG_pro,PMM0453,33861010,,,
PMED4_05021_mRNA,PMM0454,33861011,,,
PMED4_05031_mRNA,PMM0455,33861012,,,
PMED4_05041_mRNA,PMM0456,33861013,,,
ppx_mRNA,PMM0457,33861014,,,
ppx_pro,PMM0457,33861014,,,
PMED4_05061_mRNA,PMM0458,33861015,,,
PMED4_05061_pro,PMM0458,33861015,,,
PMED4_05071_mRNA,PMM0459,33861016,,,
PMED4_05081_mRNA,PMM0460,33861017,,,
petA_mRNA,PMM0461,33861018,,,
petA_pro,PMM0461,33861018,,,
petC_mRNA,PMM0462,33861019,,,
petC_pro,PMM0462,33861019,,,
PMED4_05111_mRNA,PMM0463,33861020,,,
PMED4_05121_mRNA,PMM0464,33861021,,,
PMED4_05131_mRNA,PMM0465,33861022,,,
PMED4_05141_mRNA,PMM0466,33861023,,,
PMED4_05141_pro,PMM0466,33861023,,,
PMED4_05151_mRNA,PMM0467,33861024,,,
PMED4_05161_mRNA,PMM0468,33861025,,,
psaF_mRNA,PMM0469,33861026,,,
psaF_pro,PMM0469,33861026,,,
PMED4_05181_mRNA,PMM0470,33861027,,,
PMED4_05191_mRNA,PMM0471,33861028,,,
PMED4_05201_mRNA,PMM0472,33861029,,,
gltX_mRNA,PMM0473,33861030,,,
gltX_pro,PMM0473,33861030,,,
PMED4_05221_mRNA,PMM0474,33861031,,,
PMED4_05221_pro,PMM0474,33861031,,,
rplS_mRNA,PMM0475,33861032,,,
rplS_pro,PMM0475,33861032,,,
PMED4_05241_mRNA,PMM0476,33861033,,,
map_mRNA,PMM0477,33861034,,,
map_pro,PMM0477,33861034,,,
PMED4_05261_mRNA,PMM0478,33861035,,,
PMED4_05271_mRNA,PMM0479,33861036,,,
PMED4_05281_mRNA,PMM0480,33861037,,,
PMED4_05281_pro,PMM0480,33861037,,,
PMED4_05291_mRNA,PMM0481,33861038,,,
PMED4_05291_pro,PMM0481,33861038,,,
hflC_mRNA,PMM0482,33861039,,,
hflC_pro,PMM0482,33861039,,,
hemL_mRNA,PMM0483,33861040,,,
hemL_pro,PMM0483,33861040,,,
PMED4_05331_mRNA,PMM0484,33861041,,,
PMED4_05341_mRNA,PMM0485,33861042,,,
PMED4_05351_mRNA,PMM0486,33861043,,,
PMED4_05351_pro,PMM0486,33861043,,,
PMED4_05361_mRNA,PMM0487,33861044,,,
PMED4_05371_mRNA,PMM0488,33861045,,,
PMED4_05381_mRNA,PMM0489,33861046,,,
PMED4_05391_mRNA,PMM0490,33861047,,,
PMED4_05391_pro,PMM0490,33861047,,,
PMED4_05401_mRNA,PMM0491,33861048,,,
PMED4_05411_mRNA,PMM0492,33861049,,,
cxp_mRNA,PMM0493,33861050,,,
cxp_pro,PMM0493,33861050,,,
PMED4_05431_mRNA,PMM0494,33861051,,,
PMED4_05431_pro,PMM0494,33861051,,,
hemC_mRNA,PMM0495,33861052,,,
hemC_pro,PMM0495,33861052,,,
PMED4_05451_mRNA,PMM0496,33861053,,,
PMED4_05451_pro,PMM0496,33861053,,,
PMED4_05461_mRNA,PMM0497,33861054,,,
PMED4_05471_mRNA,PMM0498,33861055,,,
argB_mRNA,PMM0499,33861056,,,
argB_pro,PMM0499,33861056,,,
PMED4_05491_mRNA,PMM0500,33861057,,,
PMED4_05501_mRNA,PMM0501,33861058,,,
PMED4_05511_mRNA,PMM0502,33861059,,,
PMED4_05521_mRNA,PMM0503,33861060,,,
PMED4_05531_mRNA,PMM0504,33861061,,,
PMED4_05541_mRNA,PMM0505,33861062,,,
purA_mRNA,PMM0506,33861063,,,
purA_pro,PMM0506,33861063,,,
psb27_mRNA,PMM0507,33861064,,,
psb27_pro,PMM0507,33861064,,,
proS_mRNA,PMM0508,33861065,,,
proS_pro,PMM0508,33861065,,,
PMED4_05581_mRNA,PMM0509,33861066,,,
PMED4_05591_mRNA,PMM0510,33861067,,,
PMED4_05601_mRNA,PMM0511,33861068,,,
PMED4_05611_mRNA,PMM0512,33861069,,,
PMED4_05621_mRNA,PMM0513,33861070,,,
PMED4_05631_mRNA,PMM0514,33861071,,,
gpmB_mRNA,PMM0515,33861072,,,
gpmB_pro,PMM0515,33861072,,,
PMED4_05651_mRNA,PMM0516,33861073,,,
PMED4_05661_mRNA,PMM0517,33861074,,,
PMED4_05671_mRNA,PMM0518,33861075,,,
tal_mRNA,PMM0519,33861076,,,
tal_pro,PMM0519,33861076,,,
PMED4_05691_mRNA,PMM0520,33861077,,,
frr_mRNA,PMM0521,33861078,,,
frr_pro,PMM0521,33861078,,,
pyrH_mRNA,PMM0522,33861079,,,
pyrH_pro,PMM0522,33861079,,,
PMED4_05721_mRNA,PMM0523,33861080,,,
PMED4_05731_mRNA,PMM0524,33861081,,,
PMED4_05741_mRNA,PMM0525,33861082,,,
ilvH_mRNA,PMM0526,33861083,,,
ilvH_pro,PMM0526,33861083,,,
PMED4_05761_mRNA,PMM0527,33861084,,,
PMED4_05771_mRNA,PMM0528,33861085,,,
PMED4_05781_mRNA,PMM0529,33861086,,,
"rps1b, rpsA2, nbp1_mRNA",PMM0530,33861087,,,
"rps1b, rpsA2, nbp1_pro",PMM0530,33861087,,,
PMED4_05801_mRNA,PMM0531,33861088,,,
PMED4_05801_pro,PMM0531,33861088,,,
PMED4_05811_mRNA,PMM0532,33861089,,,
PMED4_05811_pro,PMM0532,33861089,,,
PMED4_05821_mRNA,PMM0533,33861090,,,
accA_mRNA,PMM0534,33861091,,,
accA_pro,PMM0534,33861091,,,
PMED4_05841_mRNA,PMM0535,33861092,,,
folE_mRNA,PMM0536,33861093,,,
folE_pro,PMM0536,33861093,,,
PMED4_05861_mRNA,PMM0537,33861094,,,
PMED4_05871_mRNA,PMM0538,33861095,,,
PMED4_05881_mRNA,PMM0539,33861096,,,
PMED4_05891_mRNA,PMM0540,33861097,,,
PMED4_05901_mRNA,PMM0541,33861098,,,
"por, pcr_mRNA",PMM0542,33861099,,,
"por, pcr_pro",PMM0542,33861099,,,
chlL_mRNA,PMM0543,33861100,,,
chlL_pro,PMM0543,33861100,,,
chlB_mRNA,PMM0544,33861101,,,
chlB_pro,PMM0544,33861101,,,
chlN_mRNA,PMM0545,33861102,,,
chlN_pro,PMM0545,33861102,,,
PMED4_05951_mRNA,PMM0546,33861103,,,
PMED4_05961_mRNA,PMM0547,33861104,,,
PMED4_05971_mRNA,PMM0548,33861105,,,
ccmK_mRNA,PMM0549,33861106,,,
ccmK_pro,PMM0549,33861106,,,
rbcL_mRNA,PMM0550,33861107,,,
rbcL_pro,PMM0550,33861107,,,
rbcS_mRNA,PMM0551,33861108,,,
rbcS_pro,PMM0551,33861108,,,
csoS2_mRNA,PMM0552,33861109,,,
csoS2_pro,PMM0552,33861109,,,
csoS3_mRNA,PMM0553,33861110,,,
csoS3_pro,PMM0553,33861110,,,
PMED4_06031_mRNA,PMM0554,33861111,,,
PMED4_06041_mRNA,PMM0555,33861112,,,
PMED4_06051_mRNA,PMM0556,33861113,,,
PMED4_06061_mRNA,PMM0557,33861114,,,
tdcF_mRNA,PMM0558,33861115,,,
tdcF_pro,PMM0558,33861115,,,
PMED4_06081_mRNA,PMM0559,33861116,,,
hisG_mRNA,PMM0560,33861117,,,
hisG_pro,PMM0560,33861117,,,
PMED4_06101_mRNA,PMM0561,33861118,,,
PMED4_06111_mRNA,PMM0562,33861119,,,
PMED4_06121_mRNA,PMM0563,33861120,,,
PMED4_06131_mRNA,PMM0564,33861121,,,
PMED4_06141_mRNA,PMM0565,33861122,,,
PMED4_06151_mRNA,PMM0566,33861123,,,
PMED4_06161_mRNA,PMM0567,33861124,,,
PMED4_06171_mRNA,PMM0568,33861125,,,
PMED4_06181_mRNA,PMM0569,33861126,,,
PMED4_06191_mRNA,PMM0570,33861127,,,
PMED4_06201_mRNA,PMM0571,33861128,,,
PMED4_06211_mRNA,PMM0572,33861129,,,
PMED4_06221_mRNA,PMM0573,33861130,,,
PMED4_06231_mRNA,PMM0574,33861131,,,
PMED4_06241_mRNA,PMM0575,33861132,,,
PMED4_06251_mRNA,PMM0576,33861133,,,
PMED4_06251_pro,PMM0576,33861133,,,
PMED4_06261_mRNA,PMM0577,33861134,,,
PMED4_06261_pro,PMM0577,33861134,,,
hisI_mRNA,PMM0578,33861135,,,
hisI_pro,PMM0578,33861135,,,
PMED4_06281_mRNA,PMM0579,33861136,,,
clpB_mRNA,PMM0580,33861137,,,
clpB_pro,PMM0580,33861137,,,
petE_mRNA,PMM0581,33861138,,,
petE_pro,PMM0581,33861138,,,
PMED4_06311_mRNA,PMM0582,33861139,,,
hemE_mRNA,PMM0583,33861140,,,
hemE_pro,PMM0583,33861140,,,
glgB_mRNA,PMM0584,33861141,,,
glgB_pro,PMM0584,33861141,,,
PMED4_06341_mRNA,PMM0585,33861142,,,
PMED4_06351_mRNA,PMM0586,33861143,,,
PMED4_06361_mRNA,PMM0587,33861144,,,
PMED4_06371_mRNA,PMM0588,33861145,,,
PMED4_06381_mRNA,PMM0589,33861146,,,
proA_mRNA,PMM0590,33861147,,,
proA_pro,PMM0590,33861147,,,
PMED4_06401_mRNA,PMM0591,33861148,,,
PMED4_06411_mRNA,PMM0592,33861149,,,
PMED4_06421_mRNA,PMM0593,33861150,,,
PMED4_06431_mRNA,PMM0594,161347553,,,
thrB_mRNA,PMM0595,33861152,,,
thrB_pro,PMM0595,33861152,,,
PMED4_06451_mRNA,PMM0596,33861153,,,
thrS_mRNA,PMM0597,33861154,,,
thrS_pro,PMM0597,33861154,,,
trpS_mRNA,PMM0598,33861155,,,
trpS_pro,PMM0598,33861155,,,
PMED4_06481_mRNA,PMM0599,33861156,,,
PMED4_06481_pro,PMM0599,33861156,,,
PMED4_06491_mRNA,PMM0600,33861157,,,
PMED4_06501_mRNA,PMM0601,33861158,,,
PMED4_06501_pro,PMM0601,33861158,,,
PMED4_06511_mRNA,PMM0602,33861159,,,
PMED4_06521_mRNA,PMM0603,33861160,,,
PMED4_06531_mRNA,PMM0604,33861161,,,
PMED4_06531_pro,PMM0604,33861161,,,
PMED4_06541_mRNA,PMM0605,33861162,,,
PMED4_06551_mRNA,PMM0606,33861163,,,
PMED4_06561_mRNA,PMM0607,33861164,,,
menB_mRNA,PMM0608,33861165,,,
menB_pro,PMM0608,33861165,,,
glgA_mRNA,PMM0609,33861166,,,
glgA_pro,PMM0609,33861166,,,
PMED4_06591_mRNA,PMM0610,33861167,,,
PMED4_06601_mRNA,PMM0611,33861168,,,
PMED4_06611_mRNA,PMM0612,33861169,,,
PMED4_06621_mRNA,PMM0613,33861170,,,
PMED4_06631_mRNA,PMM0614,33861171,,,
PMED4_06631_pro,PMM0614,33861171,,,
PMED4_06641_mRNA,PMM0615,33861172,,,
PMED4_06651_mRNA,PMM0616,33861173,,,
PMED4_06661_mRNA,PMM0617,33861174,,,
sds_mRNA,PMM0618,33861175,,,
sds_pro,PMM0618,33861175,,,
acs_mRNA,PMM0619,33861176,,,
acs_pro,PMM0619,33861176,,,
PMED4_06691_mRNA,PMM0620,33861177,,,
PMED4_06701_mRNA,PMM0621,33861178,,,
PMED4_06711_mRNA,PMM0622,33861179,,,
hisS_mRNA,PMM0623,33861180,,,
hisS_pro,PMM0623,33861180,,,
PMED4_06731_mRNA,PMM0624,33861181,,,
PMED4_06741_mRNA,PMM0625,33861182,,,
PMED4_06751_mRNA,PMM0626,33861183,,,
pcb_mRNA,PMM0627,33861184,,,
pcb_pro,PMM0627,33861184,,,
PMED4_06781_mRNA,PMM0628,33861185,,,
PMED4_06791_mRNA,PMM0629,33861186,,,
PMED4_06801_mRNA,PMM0630,33861187,,,
PMED4_06811_mRNA,PMM0631,33861188,,,
PMED4_06821_mRNA,PMM0632,33861189,,,
PMED4_06831_mRNA,PMM0633,33861190,,,
PMED4_06841_mRNA,PMM0634,33861191,,,
PMED4_06851_mRNA,PMM0635,33861192,,,
PMED4_06861_mRNA,PMM0636,33861193,,,
PMED4_06871_mRNA,PMM0637,33861194,,,
PMED4_06881_mRNA,PMM0638,33861195,,,
PMED4_06891_mRNA,PMM0639,33861196,,,
PMED4_06901_mRNA,PMM0640,33861197,,,
PMED4_06911_mRNA,PMM0641,33861198,,,
PMED4_06911_pro,PMM0641,33861198,,,
MET17_mRNA,PMM0642,33861199,,,
MET17_pro,PMM0642,33861199,,,
PMED4_06931_mRNA,PMM0643,33861200,,,
PMED4_06941_mRNA,PMM0644,33861201,,,
PMED4_06951_mRNA,PMM0645,33861202,,,
PMED4_06961_mRNA,PMM0646,33861203,,,
PMED4_06971_mRNA,PMM0647,33861204,,,
PMED4_06981_mRNA,PMM0648,33861205,,,
PMED4_06991_mRNA,PMM0649,33861206,,,
PMED4_07001_mRNA,PMM0650,33861207,,,
PMED4_07011_mRNA,PMM0651,33861208,,,
PMED4_07021_mRNA,PMM0652,33861209,,,
PMED4_07041_mRNA,PMM0653,33861210,,,
PMED4_07051_mRNA,PMM0654,33861211,,,
PMED4_07061_mRNA,PMM0655,33861212,,,
PMED4_07071_mRNA,PMM0656,33861213,,,
PMED4_07101_mRNA,PMM0657,33861214,,,
PMED4_07111_mRNA,PMM0658,33861215,,,
PMED4_07121_mRNA,PMM0659,33861216,,,
PMED4_07161_mRNA,PMM0660,33861217,,,
nrdJ_mRNA,PMM0661,33861218,,,
nrdJ_pro,PMM0661,33861218,,,
PMED4_07181_mRNA,PMM0662,33861219,,,
prfC_mRNA,PMM0663,33861220,,,
prfC_pro,PMM0663,33861220,,,
PMED4_07201_mRNA,PMM0664,33861221,,,
PMED4_07211_mRNA,PMM0665,33861222,,,
PMED4_07221_mRNA,PMM0666,33861223,,,
PMED4_07231_mRNA,PMM0667,33861224,,,
PMED4_07241_mRNA,PMM0668,33861225,,,
PMED4_07251_mRNA,PMM0669,33861226,,,
PMED4_07261_mRNA,PMM0670,33861227,,,
PMED4_07271_mRNA,PMM0671,33861228,,,
PMED4_07281_mRNA,PMM0672,33861229,,,
PMED4_07291_mRNA,PMM0673,33861230,,,
PMED4_07291_pro,PMM0673,33861230,,,
aspC_mRNA,PMM0674,33861231,,,
aspC_pro,PMM0674,33861231,,,
PMED4_07311_mRNA,PMM0675,33861232,,,
gcpE_mRNA,PMM0676,33861233,,,
gcpE_pro,PMM0676,33861233,,,
PMED4_07331_mRNA,PMM0677,33861234,,,
PMED4_07341_mRNA,PMM0678,33861235,,,
PMED4_07351_mRNA,PMM0679,33861236,,,
PMED4_07361_mRNA,PMM0680,33861237,,,
PMED4_07371_mRNA,PMM0681,33861238,,,
aroB_mRNA,PMM0682,33861239,,,
aroB_pro,PMM0682,33861239,,,
PMED4_07391_mRNA,PMM0683,33861240,,,
PMED4_07401_mRNA,PMM0684,33861241,,,
PMED4_07421_mRNA,PMM0685,33861242,,,
PMED4_07441_mRNA,PMM0686,33861243,,,
PMED4_07471_mRNA,PMM0687,33861244,,,
PMED4_07501_mRNA,PMM0688,33861245,,,
PMED4_07501_pro,PMM0688,33861245,,,
PMED4_07541_mRNA,PMM0689,33861246,,,
PMED4_07551_mRNA,PMM0690,33861247,,,
PMED4_07581_mRNA,PMM0691,33861248,,,
PMED4_07591_mRNA,PMM0692,33861249,,,
PMED4_07621_mRNA,PMM0693,33861250,,,
PMED4_07631_mRNA,PMM0694,33861251,,,
PMED4_07631_pro,PMM0694,33861251,,,
PMED4_07641_mRNA,PMM0695,33861252,,,
PMED4_07651_mRNA,PMM0696,33861253,,,
PMED4_07661_mRNA,PMM0697,33861254,,,
PMED4_07681_mRNA,PMM0698,33861255,,,
PMED4_07701_mRNA,PMM0699,33861256,,,
PMED4_07711_mRNA,PMM0700,33861257,,,
PMED4_07731_mRNA,PMM0701,33861258,,,
PMED4_07741_mRNA,PMM0702,33861259,,,
PMED4_07761_mRNA,PMM0703,33861260,,,
PMED4_07781_mRNA,PMM0704,33861261,,,
PMED4_07791_mRNA,PMM0705,33861262,,,
PMED4_07801_mRNA,PMM0706,33861263,,,
PMED4_07811_mRNA,PMM0707,33861264,,,
PMED4_07821_mRNA,PMM0708,33861265,,,
PMED4_07831_mRNA,PMM0709,33861266,,,
PMED4_07841_mRNA,PMM0710,33861267,,,
PMED4_07841_pro,PMM0710,33861267,,,
PMED4_07851_mRNA,PMM0711,33861268,,,
PMED4_07861_mRNA,PMM0712,33861269,,,
gap1_mRNA,PMM0713,33861270,,,
gap1_pro,PMM0713,33861270,,,
PMED4_07881_mRNA,PMM0714,33861271,,,
PMED4_07901_mRNA,PMM0715,33861272,,,
PMED4_07911_mRNA,PMM0716,33861273,,,
PMED4_07921_mRNA,PMM0717,33861274,,,
PMED4_07931_mRNA,PMM0718,33861275,,,
PMED4_07941_mRNA,PMM0719,33861276,,,
PMED4_07961_mRNA,PMM0720,33861277,,,
PMED4_07971_mRNA,PMM0721,33861278,,,
PMED4_07981_mRNA,PMM0722,33861279,,,
PMED4_07981_pro,PMM0722,33861279,,,
pstC_mRNA,PMM0723,33861280,,,
pstC_pro,PMM0723,33861280,,,
PMED4_08001_mRNA,PMM0724,33861281,,,
PMED4_08011_mRNA,PMM0725,33861282,,,
PMED4_08031_mRNA,PMM0726,33861283,,,
PMED4_08041_mRNA,PMM0727,33861284,,,
PMED4_08051_mRNA,PMM0728,33861285,,,
PMED4_08061_mRNA,PMM0729,33861286,,,
PMED4_08071_mRNA,PMM0730,33861287,,,
PMED4_08081_mRNA,PMM0731,33861288,,,
PMED4_08091_mRNA,PMM0732,33861289,,,
PMED4_08091_pro,PMM0732,33861289,,,
PMED4_08101_mRNA,PMM0733,33861290,,,
PMED4_08111_mRNA,PMM0734,33861291,,,
PMED4_08121_mRNA,PMM0735,33861292,,,
PMED4_08181_mRNA,PMM0736,33861293,,,
PMED4_08181_pro,PMM0736,33861293,,,
PMED4_08201_mRNA,PMM0737,33861294,,,
PMED4_08211_mRNA,PMM0738,33861295,,,
PMED4_08231_mRNA,PMM0739,33861296,,,
PMED4_08241_mRNA,PMM0740,33861297,,,
PMED4_08261_mRNA,PMM0741,33861298,,,
PMED4_08261_pro,PMM0741,33861298,,,
PMED4_08271_mRNA,PMM0742,33861299,,,
PMED4_08271_pro,PMM0742,33861299,,,
PMED4_08281_mRNA,PMM0743,33861300,,,
PMED4_08281_pro,PMM0743,33861300,,,
PMED4_08291_mRNA,PMM0744,33861301,,,
PMED4_08301_mRNA,PMM0745,33861302,,,
PMED4_08311_mRNA,PMM0746,33861303,,,
PMED4_08321_mRNA,PMM0747,33861304,,,
PMED4_08331_mRNA,PMM0748,33861305,,,
PMED4_08341_mRNA,PMM0749,33861306,,,
PMED4_08351_mRNA,PMM0750,33861307,,,
PMED4_08361_mRNA,PMM0751,33861308,,,
PMED4_08371_mRNA,PMM0752,33861309,,,
rpsB_mRNA,PMM0753,33861310,,,
rpsB_pro,PMM0753,33861310,,,
tsf_mRNA,PMM0754,33861311,,,
tsf_pro,PMM0754,33861311,,,
PMED4_08401_mRNA,PMM0755,33861312,,,
PMED4_08411_mRNA,PMM0756,33861313,,,
PMED4_08421_mRNA,PMM0757,33861314,,,
sir_mRNA,PMM0758,33861315,,,
sir_pro,PMM0758,33861315,,,
glyS_mRNA,PMM0759,33861316,,,
glyS_pro,PMM0759,33861316,,,
chlP_mRNA,PMM0760,33861317,,,
chlP_pro,PMM0760,33861317,,,
PMED4_08461_mRNA,PMM0761,33861318,,,
typA_mRNA,PMM0762,33861319,,,
typA_pro,PMM0762,33861319,,,
PMED4_08481_mRNA,PMM0763,33861320,,,
PMED4_08491_mRNA,PMM0764,33861321,,,
PMED4_08491_pro,PMM0764,33861321,,,
PMED4_08501_mRNA,PMM0765,33861322,,,
rpe_mRNA,PMM0766,33861323,,,
rpe_pro,PMM0766,33861323,,,
glpX_mRNA,PMM0767,33861324,,,
glpX_pro,PMM0767,33861324,,,
hemA_mRNA,PMM0768,33861325,,,
hemA_pro,PMM0768,33861325,,,
glgC_mRNA,PMM0769,33861326,,,
glgC_pro,PMM0769,33861326,,,
gnd_mRNA,PMM0770,33861327,,,
gnd_pro,PMM0770,33861327,,,
PMED4_08561_mRNA,PMM0771,33861328,,,
PMED4_08561_pro,PMM0771,33861328,,,
PMED4_08571_mRNA,PMM0772,33861329,,,
PMED4_08581_mRNA,PMM0773,33861330,,,
ilvD_mRNA,PMM0774,33861331,,,
ilvD_pro,PMM0774,33861331,,,
PMED4_08601_mRNA,PMM0775,33861332,,,
PMED4_08611_mRNA,PMM0776,33861333,,,
PMED4_08621_mRNA,PMM0777,33861334,,,
PMED4_08621_pro,PMM0777,33861334,,,
PMED4_08631_mRNA,PMM0778,33861335,,,
purS_mRNA,PMM0779,33861336,,,
purS_pro,PMM0779,33861336,,,
PMED4_08661_mRNA,PMM0780,33861337,,,
PMED4_08661_pro,PMM0780,33861337,,,
cbbA_mRNA,PMM0781,33861338,,,
cbbA_pro,PMM0781,33861338,,,
PMED4_08681_mRNA,PMM0782,33861339,,,
PMED4_08691_mRNA,PMM0783,33861340,,,
accD_mRNA,PMM0784,33861341,,,
accD_pro,PMM0784,33861341,,,
prkB_mRNA,PMM0785,33861342,,,
prkB_pro,PMM0785,33861342,,,
PMED4_08721_mRNA,PMM0786,33861343,,,
PMED4_08731_mRNA,PMM0787,33861344,,,
PMED4_08741_mRNA,PMM0788,33861345,,,
PMED4_08751_mRNA,PMM0789,33861346,,,
PMED4_08761_mRNA,PMM0790,33861347,,,
PMED4_08761_pro,PMM0790,33861347,,,
PMED4_08771_mRNA,PMM0791,33861348,,,
PMED4_08781_mRNA,PMM0792,33861349,,,
PMED4_08791_mRNA,PMM0793,33861350,,,
PMED4_08801_mRNA,PMM0794,33861351,,,
PMED4_08811_mRNA,PMM0795,33861352,,,
PMED4_08821_mRNA,PMM0796,33861353,,,
PMED4_08831_mRNA,PMM0797,33861354,,,
PMED4_08831_pro,PMM0797,33861354,,,
PMED4_08841_mRNA,PMM0798,33861355,,,
PMED4_08851_mRNA,PMM0799,33861356,,,
PMED4_08851_pro,PMM0799,33861356,,,
PMED4_08861_mRNA,PMM0800,33861357,,,
PMED4_08871_mRNA,PMM0801,33861358,,,
PMED4_08881_mRNA,PMM0802,33861359,,,
PMED4_08891_mRNA,PMM0803,33861360,,,
PMED4_08901_mRNA,PMM0804,33861361,,,
PMED4_08901_pro,PMM0804,33861361,,,
PMED4_08911_mRNA,PMM0805,33861362,,,
PMED4_08921_mRNA,PMM0806,33861363,,,
PMED4_08931_mRNA,PMM0807,33861364,,,
PMED4_08941_mRNA,PMM0808,33861365,,,
PMED4_08951_mRNA,PMM0809,33861366,,,
PMED4_08971_mRNA,PMM0810,33861367,,,
PMED4_09001_mRNA,PMM0811,33861368,,,
PMED4_09011_mRNA,PMM0812,33861369,,,
PMED4_09021_mRNA,PMM0813,33861370,,,
PMED4_09031_mRNA,PMM0814,33861371,,,
PMED4_09071_mRNA,PMM0815,33861372,,,
PMED4_09081_mRNA,PMM0816,33861373,,,
PMED4_09091_mRNA,PMM0817,33861374,,,
PMED4_09101_mRNA,PMM0818,33861375,,,
PMED4_09131_mRNA,PMM0819,33861376,,,
PMED4_09141_mRNA,PMM0820,33861377,,,
PMED4_09151_mRNA,PMM0821,33861378,,,
PMED4_09161_mRNA,PMM0822,33861379,,,
PMED4_09171_mRNA,PMM0823,33861380,,,
PMED4_09181_mRNA,PMM0824,33861381,,,
PMED4_09181_pro,PMM0824,33861381,,,
carB_mRNA,PMM0825,33861382,,,
carB_pro,PMM0825,33861382,,,
PMED4_09201_mRNA,PMM0826,33861383,,,
PMED4_09211_mRNA,PMM0827,33861384,,,
PMED4_09221_mRNA,PMM0828,33861385,,,
tpi_mRNA,PMM0829,161347552,,,
tpi_pro,PMM0829,161347552,,,
PMED4_09241_mRNA,PMM0830,33861387,,,
chlH_mRNA,PMM0831,33861388,,,
chlH_pro,PMM0831,33861388,,,
dapB_mRNA,PMM0832,33861389,,,
dapB_pro,PMM0832,33861389,,,
PMED4_09271_mRNA,PMM0833,33861390,,,
PMED4_09281_mRNA,PMM0834,33861391,,,
PMED4_09291_mRNA,PMM0835,33861392,,,
PMED4_09301_mRNA,PMM0836,33861393,,,
PMED4_09311_mRNA,PMM0837,33861394,,,
PMED4_09321_mRNA,PMM0838,33861395,,,
mfd_mRNA,PMM0839,33861396,,,
mfd_pro,PMM0839,33861396,,,
terC_mRNA,PMM0840,33861397,,,
terC_pro,PMM0840,33861397,,,
PMED4_09361_mRNA,PMM0841,33861398,,,
PMED4_09371_mRNA,PMM0842,33861399,,,
PMED4_09381_mRNA,PMM0843,33861400,,,
"PNIL34,AT103_mRNA",PMM0844,33861401,,,
"PNIL34,AT103_pro",PMM0844,33861401,,,
PMED4_09401_mRNA,PMM0845,33861402,,,
PMED4_09401_pro,PMM0845,33861402,,,
PMED4_09411_mRNA,PMM0846,33861403,,,
vacB_mRNA,PMM0847,33861404,,,
vacB_pro,PMM0847,33861404,,,
PMED4_09431_mRNA,PMM0848,33861405,,,
PMED4_09441_mRNA,PMM0849,33861406,,,
PMED4_09451_mRNA,PMM0850,33861407,,,
PMED4_09471_mRNA,PMM0851,33861408,,,
PMED4_09481_mRNA,PMM0852,33861409,,,
PMED4_09491_mRNA,PMM0853,33861410,,,
PMED4_09501_mRNA,PMM0854,33861411,,,
PMED4_09501_pro,PMM0854,33861411,,,
PMED4_09511_mRNA,PMM0855,33861412,,,
ahpC_mRNA,PMM0856,33861413,,,
ahpC_pro,PMM0856,33861413,,,
PMED4_09551_mRNA,PMM0857,33861414,,,
PMED4_09611_mRNA,PMM0858,33861415,,,
PMED4_09641_mRNA,PMM0859,33861416,,,
PMED4_09691_mRNA,PMM0860,33861417,,,
PMED4_09701_mRNA,PMM0861,33861418,,,
PMED4_09721_mRNA,PMM0862,33861419,,,
PMED4_09731_mRNA,PMM0863,33861420,,,
PMED4_09741_mRNA,PMM0864,33861421,,,
PMED4_09741_pro,PMM0864,33861421,,,
PMED4_09751_mRNA,PMM0865,33861422,,,
PMED4_09761_mRNA,PMM0866,33861423,,,
metG_mRNA,PMM0867,33861424,,,
metG_pro,PMM0867,33861424,,,
PMED4_09781_mRNA,PMM0868,33861425,,,
rpsR_mRNA,PMM0869,33861426,,,
rpsR_pro,PMM0869,33861426,,,
rpmG_mRNA,PMM0870,33861427,,,
rpmG_pro,PMM0870,33861427,,,
pheT_mRNA,PMM0871,33861428,,,
pheT_pro,PMM0871,33861428,,,
PMED4_09821_mRNA,PMM0872,33861429,,,
PMED4_09831_mRNA,PMM0873,33861430,,,
PMED4_09851_mRNA,PMM0874,33861431,,,
PMED4_09861_mRNA,PMM0875,33861432,,,
PMED4_09871_mRNA,PMM0876,33861433,,,
metH_mRNA,PMM0877,33861434,,,
metH_pro,PMM0877,33861434,,,
ilvE_mRNA,PMM0878,33861435,,,
ilvE_pro,PMM0878,33861435,,,
CobN_mRNA,PMM0879,33861436,,,
CobN_pro,PMM0879,33861436,,,
PMED4_09911_mRNA,PMM0880,33861437,,,
PMED4_09921_mRNA,PMM0881,33861438,,,
PMED4_09931_mRNA,PMM0882,33861439,,,
PMED4_09941_mRNA,PMM0883,33861440,,,
PMED4_09941_pro,PMM0883,33861440,,,
coaD_mRNA,PMM0884,33861441,,,
coaD_pro,PMM0884,33861441,,,
